NUMERO FAKE FAMILIA,ANO NASCIMENTO,BAIRRO,BENEFICIO CONCEDIDO,DATA CONCESSÃO,SERVIÇO,LOCAL DE EXECUÇÃO,DIA CONCESSÃO,MES CONCESSÃO,ANO CONCESSÃO
127039430,1966,SAO JOSE,AVISE 1X300 RENOVADO,06/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,06,05,2022
123986219,1994,ACABA MUNDO,AVISE 1X300,06/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS CENTRO SUL,06,05,2022
124084240,1982,ALPES,AVISE 1X300,06/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,06,05,2022
124417740,1981,SAO MARCOS,AVISE 1X300,06/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,06,05,2022
124039840,1976,SAO LUCAS,AVISE 1X300,09/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,09,05,2022
123843097,1972,VILA VISTA ALEGRE,AVISE 1X300 RENOVADO,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,09,05,2022
124971387,1983,JAQUELINE,AVISE 1X300,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORTE,09,05,2022
123956932,1955,NOVA GRANADA,AVISE 1X300,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRACA SABOIA/MORRO DAS PEDRAS,09,05,2022
123616556,1954,SANTA MONICA,AVISE 1X300,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS VENDA NOVA,09,05,2022
127039355,2005,VILA VISTA ALEGRE,AVISE 1X300,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,09,05,2022
123927892,1989,OCUPAÇÃO ESPERANÇA,AVISE 1X300 RENOVADO,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,09,05,2022
124300812,1984,LAGOA,AVISE 1X300,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS LAGOA,09,05,2022
124300057,1970,LAGOA,AVISE 1X300 RENOVADO,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS LAGOA,09,05,2022
127005412,1986,CAFEZAL,AVISE 1X300,09/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA FÁTIMA,09,05,2022
127039646,1990,SAO SALVADOR,AVISE 1X300,10/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NO,10,05,2022
124313996,1985,PALMEIRAS,AVISE 1X300 RENOVADO,10/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,10,05,2022
125638387,1995,SAO CRISTOVAO,AVISE 1X300 RENOVADO,10/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PEDREIRA PRADO LOPES,10,05,2022
123674254,1992,NOSSA SENHORA DA APARECIDA,AVISE 1X300,10/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS CENTRO SUL,10,05,2022
123662078,1958,BETANIA,AVISE 1X300 RENOVADO,10/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,10,05,2022
124173051,1981,MARIANO DE ABREU,AVISE 1X300,10/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS LESTE,10,05,2022
127039517,2005,GRANJA WERNECK,AVISE 1X300 RENOVADO,10/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,10,05,2022
123862848,1984,OURO MINAS,AVISE 1X300 RENOVADO,10/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,10,05,2022
127095229,1998,VISTA ALEGRE,AVISE 1X300,10/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,10,05,2022
125016876,1993,MORRO DAS PEDRAS,AVISE 1X300,10/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,10,05,2022
127005343,1962,NOVO GLORIA,AVISE 1X300 RENOVADO,11/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NO,11,05,2022
123572428,1966,IPE,AVISE 1X300,11/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,11,05,2022
127095427,1975,VISTA ALEGRE,AVISE 1X300,11/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,11,05,2022
124406848,1983,VILA CEMIG,AVISE 1X300,11/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA CEMIG,11,05,2022
124379406,1996,OCUPAÇÃO HELENA GRECO,AVISE 1X300 RENOVADO,11/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,11,05,2022
127095066,1995,SAO PAULO,AVISE 1X300,11/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ARTHUR DE SÁ/UNIÃO,11,05,2022
124467583,1987,VILA VISTA ALEGRE,AVISE 1X300 RENOVADO,11/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,11,05,2022
123784951,1980,SAGRADA FAMILIA,AVISE 1X300,11/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,11,05,2022
124459067,1976,VILA NOVA,AVISE 1X300,11/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,11,05,2022
125014801,2003,JARDIM LEBLON,AVISE 1X300,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,12,05,2022
127095695,1980,BAIRRO DAS INDUSTRIAS I,AVISE 1X300,12/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,12,05,2022
123710137,1969,PINDORAMA,AVISE 1X300,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS COQUEIRAL,12,05,2022
123607438,1977,JARDIM FELICIDADE,AVISE 1X300,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO JARDIM FELICIDADE,12,05,2022
125438485,1990,CEU AZUL,AVISE 1X300,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS LAGOA,12,05,2022
127005464,1992,OCUPAÇÃO ESPERANÇA,AVISE 1X300 RENOVADO,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,12,05,2022
125145645,2006,OCUPAÇÃO ESPERANÇA,AVISE 1X300,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,12,05,2022
126093099,2001,GRANJA WERNECK,AVISE 1X300 RENOVADO,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,12,05,2022
123737242,1965,MINASCAIXA,AVISE 1X300 RENOVADO,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS VENDA NOVA,12,05,2022
123544569,1948,JAQUELINE,AVISE 1X300 RENOVADO,12/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,12,05,2022
123634802,1973,ALTA TENSAO SEGUNDA SECAO,AVISE 1X300,12/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,12,05,2022
123516422,1985,SANTA MONICA,AVISE 1X300,13/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS VENDA NOVA,13,05,2022
125145428,1988,JAQUELINE,AVISE 1X300,13/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,13,05,2022
125143294,1979,06 AP. 402,AVISE 1X300,13/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,13,05,2022
124341880,1975,JARDIM FELICIDADE,AVISE 1X300,13/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO JARDIM FELICIDADE,13,05,2022
124470560,1979,SALGADO FILHO,AVISE 1X300,13/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,13,05,2022
127095598,1993,SANTA INES,AVISE 1X300,13/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS LESTE,13,05,2022
123976291,1976,ZILAH DE SOUZA SPOSITO,AVISE 1X300 RENOVADO,13/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,13,05,2022
126957035,1991,SANTA TEREZINHA,AVISE 1X300 RENOVADO,16/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-P,16,05,2022
123969823,1974,JARDIM ALVORADA,AVISE 1X300 RENOVADO,16/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-P,16,05,2022
127095792,1995,SAUDADE,AVISE 1X300,16/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,16,05,2022
127095826,1984,JAQUELINE,AVISE 1X300,16/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,16,05,2022
124686594,1990,GRANJA WERNECK,AVISE 1X300 RENOVADO,16/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,16,05,2022
127004641,1963,SAO GERALDO,AVISE 1X300 RENOVADO,16/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,16,05,2022
126484907,1979,VILA MARIA,AVISE 1X300 RENOVADO,16/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA MARIA,16,05,2022
124315800,1965,RIBEIRO DE ABREU,AVISE 1X300,16/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO PAULO VI,16,05,2022
127005324,1998,TREVO,AVISE 1X300,16/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-P,16,05,2022
123549944,1988,BONSUCESSO (BAIRRO),AVISE 1X300,16/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS BARREIRO,16,05,2022
127129846,2001,JARDIM LEBLON,AVISE 1X300,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,17,05,2022
123536877,1949,VILA VISTA ALEGRE,AVISE 1X300,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,17,05,2022
123545958,1965,UNIAO,AVISE 1X300 RENOVADO,17/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,17,05,2022
124069757,1981,FAZENDINHA,AVISE 1X300,17/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,17,05,2022
127005721,1961,SÃO TOMAZ,AVISE 1X300 RENOVADO,17/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-P,17,05,2022
124317730,1994,OCUPAÇÃO HELENA GRECO,AVISE 1X300,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,17,05,2022
127040052,1994,CONJUNTO JATOBA,AVISE 1X300 RENOVADO,17/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,17,05,2022
125571577,2003,VISTA DO SOL,AVISE 1X300 RENOVADO,17/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,17,05,2022
123932654,1957,SANTO ANDRE,AVISE 1X300,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PEDREIRA PRADO LOPES,17,05,2022
124470834,1974,JAQUELINE,AVISE 1X300 RENOVADO,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,17,05,2022
124463019,1990,TUPI A,AVISE 1X300 RENOVADO,17/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,17,05,2022
127129825,1991,JAQUELINE,AVISE 1X300,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,17,05,2022
124280368,1962,PINDORAMA,AVISE 1X300,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS COQUEIRAL,17,05,2022
125661313,1994,VILA ZILAH SPOSITO,AVISE 1X300,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,17,05,2022
123976093,1983,DIAMANTE,AVISE 1X300,17/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS BARREIRO,17,05,2022
127129892,1991,JARDIM ALVORADA,AVISE 1X300,18/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS PAMPULHA,18,05,2022
127004877,1980,OURO PRETO,AVISE 1X300 RENOVADO,18/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS NOVO OURO PRETO,18,05,2022
127129836,2000,ROSA LEÃO,AVISE 1X300,18/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,18,05,2022
123823189,1980,CABANA DO PAI TOMAS,AVISE 1X300,18/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,18,05,2022
124130429,1981,FAZENDINHA,AVISE 1X300,18/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA FÁTIMA,18,05,2022
123563940,1990,SAO JORGE SEGUNDA SECAO,AVISE 1X300,18/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRACA SABOIA/MORRO DAS PEDRAS,18,05,2022
127095252,1998,ESPLANADA,AVISE 1X300,18/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,18,05,2022
124293082,1989,VILA SANTA ROSA,AVISE 1X300,18/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,18,05,2022
123883194,1976,SANTA CRUZ,AVISE 1X300,18/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,18,05,2022
124372206,1976,JARDINOPOLIS,AVISE 1X300 RENOVADO,18/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,18,05,2022
127040136,1995,CACHOEIRINHA,AVISE 1X300 RENOVADO,18/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,18,05,2022
127039786,1963,IPIRANGA,AVISE 1X300 RENOVADO,18/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,18,05,2022
124403870,1971,SALGADO FILHO,AVISE 1X300,18/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,18,05,2022
123836991,1938,VENTOSA PRIMEIRA SECAO,AVISE 1X300,18/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,18,05,2022
123668250,1976,CEU AZUL,AVISE 1X300 RENOVADO,18/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,18,05,2022
125660186,1982,ESPERANÇA,AVISE 1X300 RENOVADO,19/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,19,05,2022
124369989,1966,FLORESTA,AVISE 1X300,19/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,19,05,2022
127061110,1992,SERRA VERDE,AVISE 1X300,19/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,19,05,2022
124205995,1987,CONJUNTO TAQUARIL,AVISE 1X300,19/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS LESTE,19,05,2022
124306949,1958,JAQUELINE,AVISE 1X300,19/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,19,05,2022
124427006,1954,JAQUELINE,AVISE 1X300,19/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,19,05,2022
127130052,1990,GUARANI,AVISE 1X300,19/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,19,05,2022
127130040,1982,GUARANI,AVISE 1X300,19/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,19,05,2022
123818108,1983,GOIANIA,AVISE 1X300,19/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,19,05,2022
123959742,1977,LETICIA,AVISE 1X300 RENOVADO,19/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,19,05,2022
127130120,1989,JAQUELINE,AVISE 1X300,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,20,05,2022
125476237,1980,OCUPAÇÃO ROSA LEÃO,AVISE 1X300 RENOVADO,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,20,05,2022
127129910,1994,JAQUELINE,AVISE 1X300,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,20,05,2022
124411891,1981,CACHOEIRINHA,AVISE 1X300 RENOVADO,20/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,20,05,2022
127129731,2002,NOVO SAO LUCAS,AVISE 1X300,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA FÁTIMA,20,05,2022
124470348,1986,APOLONIA,AVISE 1X300 RENOVADO,20/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,20,05,2022
124971678,1966,CENTRO,AVISE 1X300,20/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,20,05,2022
127130062,1970,OCUPAÇÃO ESPERANÇA,AVISE 1X300,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,20,05,2022
124329482,1987,JAQUELINE,AVISE 1X300,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,20,05,2022
123544700,1962,FREI LEOPOLDO,AVISE 1X300,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,20,05,2022
123866547,1969,SANTA EFIGENIA,AVISE 1X300,20/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,20,05,2022
125016528,1955,JAQUELINE,AVISE 1X300,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,20,05,2022
127005693,1991,VILA CEMIG,AVISE 1X300,20/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA CEMIG,20,05,2022
124363172,1994,APOLONIA,AVISE 1X300,23/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,23,05,2022
127039840,1968,LAGOINHA LEBLON,AVISE 1X300 RENOVADO,23/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS LAGOA,23,05,2022
127130213,1981,COPACABANA,AVISE 1X300,23/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,23,05,2022
127130142,1993,JAQUELINE,AVISE 1X300,23/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,23,05,2022
123728166,1994,BETANIA,AVISE 1X300 RENOVADO,23/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,23,05,2022
124426631,1974,VILA ANTENA,AVISE 1X300,23/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,23,05,2022
127129975,1976,JARDIM DOS COMERCIARIOS,AVISE 1X300,23/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,23,05,2022
124002999,1968,MARAJO,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,24,05,2022
127129982,1990,BOA VISTA,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,24,05,2022
125661274,1991,NOVO DAS INDUSTRIAS,AVISE 1X300,24/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS BARREIRO,24,05,2022
124366880,1951,CACHOEIRINHA,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,24,05,2022
127095173,1981,PIRATININGA,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,24,05,2022
127130291,1988,JULIANA,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,24,05,2022
127130295,1959,JARDIM GUANABARA,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,24,05,2022
127130297,1965,BETANIA,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,24,05,2022
123469844,1978,JARDIM ALVORADA,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-P,24,05,2022
124401702,1997,MADRI,AVISE 1X300,24/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORTE,24,05,2022
127130245,1980,TREVO,AVISE 1X300,24/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-P,24,05,2022
123784757,1971,TIRADENTES,AVISE 1X300,25/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,25,05,2022
127040023,2000,SANTA MONICA,AVISE 1X300 RENOVADO,25/05/2022,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,25,05,2022
127040269,1996,HAVAI,AVISE 1X300 RENOVADO,25/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,25,05,2022
123563610,1980,SAO JORGE SEGUNDA SECAO,AVISE 1X300,25/05/2022,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRACA SABOIA/MORRO DAS PEDRAS,25,05,2022
